user_idx,uid,total_ratings,avg_rating
0,0,51,0.7605882352941177
1,1,59,0.6635028248587571
2,2,46,0.6851449275362319
3,3,56,0.6880952380952381
4,4,63,0.6412169312169312
5,5,60,0.6855
6,6,46,0.6459420289855072
7,7,55,0.6235757575757576
8,8,49,0.6483673469387755
9,9,46,0.6307971014492754
10,10,55,0.6104242424242425
11,11,46,0.7073188405797102
12,12,41,0.6499999999999999
13,13,55,0.6742424242424243
14,14,52,0.668525641025641
15,15,52,0.6516025641025641
16,16,58,0.6802298850574713
17,17,64,0.658125
18,18,49,0.6942176870748299
19,19,53,0.6327044025157232
20,20,45,0.6492592592592593
21,21,44,0.6798484848484848
22,22,44,0.6476515151515151
23,23,54,0.6902469135802469
24,24,48,0.6132638888888889
25,25,44,0.7513636363636365
26,26,52,0.6260256410256411
27,27,53,0.6441509433962265
28,28,51,0.665686274509804
29,29,49,0.6936734693877551
30,30,52,0.6560897435897436
31,31,51,0.6456862745098039
32,32,58,0.6501149425287356
33,33,50,0.6841333333333333
34,34,63,0.669047619047619
35,35,51,0.644640522875817
36,36,56,0.6861904761904762
37,37,49,0.6985714285714285
38,38,41,0.6586178861788619
39,39,62,0.6920430107526881
40,40,57,0.6411111111111112
41,41,47,0.6846808510638298
42,42,54,0.6192592592592592
43,43,44,0.6698484848484848
44,44,49,0.6005442176870748
45,45,48,0.6565972222222222
46,46,55,0.6706060606060606
47,47,46,0.6495652173913044
48,48,48,0.6470138888888889
49,49,50,0.6426000000000001
50,50,48,0.6803472222222222
51,51,50,0.6083999999999999
52,52,43,0.6442635658914728
53,53,44,0.6737121212121212
54,54,51,0.6781699346405229
55,55,49,0.7521768707482994
56,56,50,0.6582666666666667
57,57,39,0.6882905982905984
58,58,54,0.5996913580246913
59,59,50,0.6427333333333333
60,60,42,0.6896825396825397
61,61,45,0.6605925925925926
62,62,50,0.6791333333333333
63,63,46,0.6365217391304349
64,64,45,0.6691851851851852
65,65,45,0.6555555555555556
66,66,50,0.6214666666666667
67,67,52,0.7012179487179486
68,68,51,0.6257516339869281
69,69,39,0.7005982905982906
70,70,44,0.623560606060606
71,71,42,0.7084126984126984
72,72,48,0.6965972222222222
73,73,46,0.6260144927536232
74,74,50,0.6318666666666667
75,75,53,0.6037106918238994
76,76,55,0.6669090909090909
77,77,56,0.718095238095238
78,78,53,0.659308176100629
79,79,44,0.6338636363636364
80,80,55,0.6743030303030303
81,81,47,0.6754609929078014
82,82,45,0.7288148148148148
83,83,50,0.6275333333333333
84,84,42,0.6654761904761904
85,85,56,0.6547619047619048
86,86,52,0.6691025641025642
87,87,44,0.6411363636363636
88,88,53,0.6493710691823898
89,89,45,0.660074074074074
90,90,49,0.6853061224489796
91,91,52,0.6462820512820513
92,92,47,0.6337588652482269
93,93,40,0.5936666666666667
94,94,49,0.5483673469387755
95,95,51,0.6830065359477124
96,96,54,0.6574074074074074
97,97,45,0.6414074074074074
98,98,56,0.6648214285714286
99,99,52,0.6641666666666667
100,100,54,0.6717283950617284
101,101,47,0.6495035460992908
102,102,47,0.6985106382978723
103,103,56,0.6635119047619048
104,104,51,0.6360784313725489
105,105,54,0.6539506172839507
106,106,48,0.6910416666666667
107,107,59,0.6550847457627118
108,108,42,0.616111111111111
109,109,49,0.6718367346938776
110,110,44,0.6854545454545454
111,111,48,0.6448611111111111
112,112,55,0.615090909090909
113,113,56,0.70375
114,114,43,0.7108527131782946
115,115,47,0.6349645390070922
116,116,68,0.6504411764705882
117,117,47,0.6786524822695036
118,118,54,0.6814197530864198
119,119,53,0.679874213836478
120,120,31,0.673010752688172
121,121,55,0.7081212121212122
122,122,61,0.6205464480874316
123,123,49,0.6629931972789115
124,124,44,0.708030303030303
125,125,49,0.7276190476190477
126,126,48,0.6222916666666667
127,127,55,0.6616363636363637
128,128,52,0.6987820512820513
129,129,47,0.6465957446808511
130,130,43,0.6648062015503876
131,131,56,0.6432142857142857
132,132,44,0.6065151515151516
133,133,58,0.6729885057471264
134,134,57,0.6294736842105264
135,135,29,0.6458620689655172
136,136,62,0.6601612903225806
137,137,61,0.6047540983606557
138,138,36,0.6906481481481481
139,139,30,0.645
140,140,49,0.66156462585034
141,141,62,0.713010752688172
142,142,40,0.7061666666666666
143,143,49,0.7108163265306122
144,144,48,0.6293055555555556
145,145,54,0.628641975308642
146,146,61,0.6730054644808743
147,147,48,0.6083333333333333
148,148,50,0.6786
149,149,49,0.6525170068027211
150,150,37,0.6296396396396396
151,151,45,0.68
152,152,47,0.6673758865248227
153,153,64,0.6838020833333334
154,154,45,0.6645185185185185
155,155,46,0.6411594202898551
156,156,39,0.665042735042735
157,157,53,0.6362893081761006
158,158,64,0.644375
159,159,40,0.70075
160,160,50,0.6706
161,161,52,0.6443589743589744
162,162,47,0.646241134751773
163,163,55,0.6343030303030304
164,164,47,0.6551063829787234
165,165,51,0.6577124183006535
166,166,52,0.6692307692307692
167,167,49,0.6542857142857144
168,168,50,0.6038666666666667
169,169,45,0.731037037037037
170,170,55,0.7310909090909091
171,171,49,0.6827891156462584
172,172,51,0.660718954248366
173,173,58,0.6557471264367816
174,174,58,0.6203448275862068
175,175,71,0.6998591549295774
176,176,49,0.7122448979591837
177,177,54,0.6876543209876543
178,178,44,0.6812121212121212
179,179,57,0.6264912280701754
180,180,44,0.7710606060606061
181,181,52,0.7158333333333334
182,182,44,0.6028030303030303
183,183,42,0.633095238095238
184,184,47,0.6433333333333333
185,185,53,0.6656603773584906
186,186,48,0.7249305555555555
187,187,46,0.687463768115942
188,188,40,0.633
189,189,57,0.7216374269005847
190,190,63,0.5747089947089947
191,191,56,0.6900595238095237
192,192,45,0.7473333333333334
193,193,48,0.6391666666666667
194,194,55,0.6166060606060606
195,195,49,0.6782312925170069
196,196,45,0.6971851851851852
197,197,61,0.6518579234972678
198,198,51,0.7284313725490196
199,199,42,0.6232539682539683
